id,book_id,excerpt,spell_id,char_id
178,7,"crabbe and goyle, who were both aiming at Harry : their split second’s hesitation was all Harry needed, expelliarmus! goyle’s wand flew out of his hand and disappeared into the bulwark of objects beside him; goyle",27,1
179,7,"high voice shriek as he too yelled his best hope to the heavens, pointing draco’s wand : avadakedavra! expelliarmus! the bang was like a cannon blast, and the golden flames that erupted between them, at",27,1
180,7,"into the drawing room; bellatrix looked around, shocked; she turned her wand to face ron instead — expelliarmus! he roared, pointing wormtail’s wand at bellatrix, and hers flew into the air and was caught",27,3
181,7,"it up, lumos! the wand sparked feebly, then went out, Harry pointed it at hermione, expelliarmus! hermione’s wand gave a little jerk, but did not leave her hand, the feeble attempt at",27,1
182,7,"red light of his next stunning spell, Harry saw the strangely blank face of stanley shunpike — stan — expelliarmus! Harry yelled, that’s him, it’s him, it’s the real one! the hooded death eater’s",27,1
183,7,"missed, rebounded on the window, and hit the waitress, who collapsed in front of the door, expulso! bellowed the death eater, and the table behind which Harry was standing blew up : the force",28,
184,3,". he hurried over to ron, bent down, tapped ron’s leg with his wand, and muttered, ferula, bandages spun up ron’s leg, strapping it tightly to a splint, lupin helped him to his",29,20
185,3,"course, you-know-who wasn’t an easy person to hide from, dumble_dore told them that their best chance was the fidelius charm, how does that work? said madam rosmerta, breathless with interest, professor flitwick cleared his",30,
186,3,"insisted on using black? he did, said fudge heavily, and then, barely a week after the fidelius charm had been performed — black betrayed them? breathed madam rosmerta, he did indeed, black was",30,
187,7,". … look at it, hermione, … i don’t … oh! he could see it; the fidelius charm must have died with james and lily, the hedge had grown wild in the sixteen years since",30,
188,7,"along a new and darker street he moved, and now his destination was in sight at last, the fidelius charm broken, though they did not know it yet, … and he made less noise than the",30,
189,7,"be able to see the cottage at all; he did not know what happened when the subjects of a fidelius charm died, then the little lane along which they were walking curved to the left and the heart",30,
190,7,"i — i forced him to let go with a revulsion jinx, but i’d already taken him inside the fidelius charm’s protection, since dumbledore died, we’re secret-keepers, so i’ve given him the secret, haven’t i",30,
191,7,"secret-keeper in turn, and as there are around twenty of us, that greatly dilutes the power of the fidelius charm, twenty times as many opportunities for the death eaters to get the secret out of somebody,",30,
192,7,"so for months, we’re the biggest blood-traitor family there is, how are they protected? asked Harry, fidelius charm, dad’s secret-keeper, and we’ve done it on this cottage too; i’m secret-keeper here, none",30,
193,7,"stars, then turned and began to walk toward the point, just beyond the boundary wall, where the fidelius charm stopped working and they would be able to disapparate, once past the gate, griphook spoke,",30,
194,5,"wait! said hermione sharply, as luna made to close the door of the brain room behind them, flagrate! she drew with her wand in midair and a fiery x appeared on the door, no sooner",32,2
195,4,"as he followed fred inside, interesting effect, said george, looking down at crabbe, who used the furnunculus curse? me, said Harry, odd, said george lightly, i used jelly-legs, looks as",34,
196,4,"second, they looked into each other’s eyes, then, at ex_actly the same time, both acted, furnunculus! Harry yelled, densaugeo! screamed malfoy, jets of light shot from both wands, hit each",34,1
197,7,"that, Harry, but if she wakes up and the locket’s gone — i need to duplicate it — geminio! there … that should fool her, … hermione came running downstairs, let’s see, … relashio",35,2
198,7,"! two masked death eaters stood there, but even before their wands were fully raised, hermione shouted, glisseo! the stairs beneath their feet flattened into a chute and she, Harry, and ron hurtled down",36,2
199,7,"and you think you’ll get your girl back like this? i swear … i swear … potter’s upstairs! homenumrevelio, said the voice at the foot of the stairs, Harry heard hermione gasp, and he had",37,
200,7,"any farther, i think we’d better check, whispered hermione, and she raised her wand and said, homenumrevelio, nothing happened, well, you’ve just had a big shock, said ron kindly, what was",37,2
201,2,"i put my wand to his throat — i then screwed up my remain_ing strength and performed the immensely complex homorphus charm — he let out a piteous moan — go on, Harry — higher than that — good",38,
202,4,"a stone at it; the spider jerked, scuttled around, and ran at Harry instead, stupefy! impedimenta! stupefy! but it was no use — the spider was either so large, or so magical",40,1
203,4,"as the spells hit it, gripping his wand more tightly, he dashed out from behind the angel — impedimenta! he bellowed, pointing his wand wildly over his shoulder at the death eaters running at him,",40,1
204,4,"of his head, the skrewt issued a blast of fire from its end and flew for_ward toward him, impedimenta! Harry yelled, the spell hit the skrewt’s armor again and ricocheted off; Harry staggered back a",40,1
205,4,"spell hit the skrewt’s armor again and ricocheted off; Harry staggered back a few paces and fell over, impedimenta! the skrewt was inches from him when it froze — he had man_aged to hit it on its",40,1
206,5,"again and the two death eaters had come hurtling inside, with a cry of triumph, both yelled, impedimenta! Harry, hermione, and neville were all knocked backward off their feet, neville was thrown over",40,
207,5,"all divided up obediently; Harry partnered neville as usual, the room was soon full of intermittent cries of impedimenta! people froze for a minute or so, during which their partners would stare aimlessly around the room",40,
208,5,"and fell with a little thud in the grass behind him, sirius let out a bark of laughter, impedimenta! he said, pointing his wand at snape, who was knocked off his feet, halfway through",40,4
209,5,"bellowing of the crowd around him, but he did not care, not until somebody in the vicinity yelled impedimenta! and only when he was knocked over backward by the force of the spell did he abandon the",40,24
210,5,"pointed the wand instead at neville, but Harry jabbed his own wand back over his shoulder and yelled, impedimenta! malfoy was blasted off his back, as Harry scrambled up again he looked around and saw malfoy",40,1
211,6,": amycus was giggling, enjoying the sport : crucio — crucio — you can’t dance forever, pretty — impedimenta! yelled Harry, his jinx hit amycus in the chest : he gave a piglike squeal of pain",40,1
212,6,"his wand through the air; six or seven of them crumpled, but more were coming toward him, impedimenta! incarcerous! a few of them stumbled, one or two of them bound in ropes, but",40,1
213,6,"ready, that the brother and sister he had overtaken using his shortcut were closing in behind him, … impedimenta! he yelled as he rolled over again, crouching close to the dark ground, and miraculously his",40,1
214,7,": crouching as low as he could, he pointed at the middle of the oncoming figures and yelled, impedimenta! the jinx hit the middle death eater in the chest : for a moment the man was absurdly",40,1
215,4,"… i asked you whether you want me to do that again, said volde_mort softly, answer me! imperio! and Harry felt, for the third time in his life, the sensation that his mind had",41,8
216,4,"his hand so that they could all see it, he then pointed his wand at it and muttered, imperio! the spider leapt from moody’s hand on a fine thread of silk and began to swing backward and",41,11
217,4,"that moody had cleared of desks, moody raised his wand, pointed it at Harry, and said, imperio! it was the most wonderful feeling, Harry felt a floating sensation as every thought and worry in",41,11
218,7,", professor mcgonagall rose to her feet, pointed her wand at the groggy death eater, and said, imperio, amycus got up, walked over to his sister, picked up her wand, then shuffled obediently",41,32
219,7,"cloak, pointed it at the old goblin, and whispered, for the first time in his life, imperio! a curious sensation shot down Harry’s arm, a feeling of tingling warmth that seemed to flow from",41,1
220,7,"said griphook, we can not enter the vault without a gringotts goblin, and we need the clankers! imperio! Harry said again; his voice echoed through the stone passage as he felt again the sense of",41,1
221,7,"the authority, but there will not be room for the wizard, Harry pointed his wand at travers, imperio! the wizard turned and set off along the dark track at a smart pace, what are you",41,1
222,7,"which wandmaker did you use? Harry acted without thinking : pointing his wand at travers, he muttered, imperio! once more, oh yes, i see, said travers, looking down at bellatrix’s wand,",41,1
223,3,"to her, and as the team watched in amazement, hermione tapped them with her wand and said, impervius! there! she said, handing them back to Harry, they’ll repel water! wood looked as",42,2
224,5,"? hermione did it, said Harry, he pulled out his wand, tapped his glasses and said, impervius! i think we all ought to try that, said angelina, if we could just keep the",42,1
225,5,"could just keep the rain off our faces it would really help visibility — all to_gether, come on — impervius! okay, let’s go, they all stowed their wands back in the inside pockets of their robes",42,
226,5,"squelched through the deepening mud to the middle of the pitch; visibility was still very poor even with the impervius charm; light was fading fast and curtains of rain were sweeping the grounds, all right, on",42,
227,7,"and yelled as Harry thrust the sword through the handle of hufflepuff’s cup, hooking it onto the blade, impervius! screeched hermione in an attempt to protect herself, ron, and the goblins from the burning metal",42,2
228,7,"wrong with an atmospheric charm, which will be more difficult to fix, so as an interim measure try impervius to protect his belongings — say it again, slowly — said ron, searching his pockets desperately for",42,
229,5,"quiet! shouted hermione, but it was too late — umbridge pointed her wand at magorian and screamed, incarcerous! ropes flew out of midair like thick snakes, wrapping themselves tightly around the centaur’s torso and trapping",43,26
230,6,"through the air; six or seven of them crumpled, but more were coming toward him, impedimenta! incarcerous! a few of them stumbled, one or two of them bound in ropes, but those climbing",43,1
231,4,"his robes and took out his wand, Harry saw the dursleys draw back against the wall as one, incendio! said mr. weasley, pointing his wand at the hole in the wall behind him, flames rose",44,25
232,6,"be having a word with them about who they let buy their products, we tried everything, lumos, incendio, said ginny, nothing would penetrate the darkness; all we could do was grope our way out",44,27
233,6,"his nosey, draw his cork and pull his earsies — Harry aimed his wand at peeves and said, langlock! peeves clutched at his throat, gulped, then swooped from the room mak_ing obscene gestures but unable",45,1
234,5,". … you will find that similar powers are needed for this, … brace yourself, now, … legilimens! snape had struck before Harry was ready, before Harry had even begun to summon any force of",46,23
235,5,"are ready, we will start again, … he raised his wand, one — two — three — legilimens! a hundred dementors were swooping toward Harry across the lake in the grounds, … he screwed up",46,23
236,5,"did not have time to gather himself together and attempt to clear his mind, for snape had already cried legilimens! he was hurtling along the corridor toward the department of mys_teries, past the blank stone walls,",46,23
237,5,"he croaked, he did not wish to tell me, said dumbledore, but i am a suffi_ciently accomplished legilimens myself to know when i am being lied to and i — persuaded him — to tell me the",46,
238,5,"or feel, … let’s go again … on the count of three … one — two — three — legilimens! a great black dragon was rearing in front of him, … his father and mother were waving",46,23
239,5,"snape, control your anger, discipline your mind! we shall try again! get ready, now! legilimens! he was watching uncle vernon hammering the letter box shut, … a hundred dementors were drifting across",46,23
240,6,"or that i have somehow hoodwinked him? fooled the dark lord, the greatest wizard, the most accom_plished legilimens the world has ever seen? bellatrix said nothing, but looked, for the first time, a",46,
241,6,"his old potions book, he wrote spells all over it, spells he invented, one of them was levicorpus — oh, that one had a great vogue during my time at hogwarts, said lupin reminiscently,",47,
242,6,"missed Harry by inches, shatter_ing the lamp on the wall beside him; Harry threw himself sideways, thought levicorpus! and flicked his wand, but malfoy blocked the jinx and raised his wand for another — no",47,1
243,6,"snape so far, pointing his wand at nothing in particular, he gave it an upward flick and said levicorpus! inside his head, aaaaaaaargh! there was a flash of light and the room was full of",47,1
244,6,"were many crossings-out and alterations, but finally, crammed into a corner of the page, the scribble : levicorpus ( nvbl ) while the wind and sleet pounded relentlessly on the windows, and neville snored loudly,",47,
245,7,"got to get rid of it — she raised her wand, pointed it at Harry, and whispered, levicorpus, hoisted into the air by his ankle, Harry hit a suit of armor and replicas burst out",47,2
246,6,"located it and deciphered one cramped word underneath the spell : praying that this was the counter-jinx, Harry thought liberacorpus! with all his might, there was another flash of light, and ron fell in a heap",48,1
247,7,"left in view, Harry seized griphook’s fingers and pulled, the blistered goblin emerged by degrees, howling, liberacorpus! yelled Harry, and with a crash he and griphook landed on the surface of the swelling treasure",48,1
248,1,"it on snape if he showed any sign of wanting to hurt Harry, now, don’t forget, it’s locomotormortis, hermione muttered as ron slipped his wand up his sleeve, i know, ron snapped, don’t",49,2
249,2,"around at the dark, slimy walls, all three of them turned to stare into the darkness ahead, lumos! Harry muttered to his wand and it lit again, c’mon, he said to ron and lockhart",50,1
250,2,"forest, and lifted his leg against a large sycamore tree, Harry took out his wand, murmured, lumos! and a tiny light appeared at the end of it, just enough to let them watch the",50,1
251,3,"he stood up, looking around, it was pitch dark, he held up his wand, muttered, lumos! and saw that he was in a very narrow, low, earthy passageway, he raised the",50,1
252,3,"only it would move, then he’d know whether it was just a stray cat or — something else, lumos, Harry muttered, and a light appeared at the end of his wand, almost dazzling him,",50,1
253,3,"ribs, what’s the matter? said ron, Harry pointed, ron pulled out his wand and muttered, lumos! a beam of light fell across the grass, hit the bottom of a tree, and illuminated",50,1
254,3,"shriek with pain and fall too, Harry groped for his wand, blinking blood out of his eyes — lumos! he whispered, the wandlight showed him the trunk of a thick tree; they had chased scabbers",50,1
255,4,"invisibility cloak and go back to the library, he’d stay there all night if he had to, … lumos, Harry whispered fifteen minutes later as he opened the library door, wand tip alight, he crept",50,1
256,4,"maze, Harry felt almost as though he were underwater again, he pulled out his wand, muttered, lumos, and heard cedric do the same just behind him, after about fifty yards, they reached a",50,1
257,4,"one answered, they were here, Harry said to dumbledore, they were defi_nitely somewhere around here, … lumos, dumbledore said, lighting his wand and holding it up, its narrow beam traveled from black trunk",50,28
258,4,"stopping so abruptly that Harry walked into her, ron, where are you? oh this is stupid — lumos! she illuminated her wand and directed its narrow beam across the path, ron was lying sprawled on",50,2
259,5,", like, good! said hermione, as Harry set her back on her feet, they both murmured lumos! and their wand tips ignited, hagrid’s face swam through the gloom by the light of the two",50,2
260,5,"Harry muttered franti_cally, his hands flying over the ground like spiders, where’s — wand — come on — lumos! he said the spell automatically, desperate for light to help him in his search — and to",50,1
261,5,"we all standing in the dark? said a third voice, this one completely unfamiliar, a woman’s, lumos, a wand tip flared, illuminating the hall with magical light, Harry blinked, the people below",50,19
262,6,"at his heels, then pushed the front door very slowly, his wand raised and at the ready, lumos, dumbledore’s wand tip ignited, casting its light up a narrow hallway, to the left, another",50,28
263,6,"going to be having a word with them about who they let buy their products, we tried everything, lumos, incendio, said ginny, nothing would penetrate the darkness; all we could do was grope our",50,
264,6,"the lower rocks were slippery with seawater, Harry could feel flecks of cold salt spray hitting his face, lumos, said dumbledore, as he reached the boulder closest to the cliff face, a thousand flecks of",50,28
265,7,"bag, picked up his wand, and crept out of the room, on the landing he whispered, lumos, and started to climb the stairs by wandlight, on the second landing was the bedroom in which",50,1
266,7,"brightening when he lowered his eyelids, disorienting him, now fear came : her presence had meant safety, lumos! he whispered, and the wand-tip ignited, the imprint of the doe faded away with every blink",50,1
267,7,"hermione, try! r-reparo, the dangling half of the wand resealed itself, Harry held it up, lumos! the wand sparked feebly, then went out, Harry pointed it at hermione, expelliarmus! hermione’s",50,1
268,7,"pot protruding from under the bed before bathilda closed the door and even that was swallowed by the darkness, lumos, said Harry, and his wand ignited, he gave a start : bathilda had moved close to",50,1
269,7,"shell broke open, he lowered his shaking hand, raised draco’s wand beneath the cloak, and murmured, lumos, the black stone with its jagged crack running down the center sat in the two halves of the",50,
270,7,"shout of surprise, light your wands, can’t you? and hurry, we have very little time! lumos! Harry shone his lit wand around the vault : its beam fell upon glittering jewels; he saw",50,1
271,7,"offices have been raining lately, said mr. weasley, did you try meteolojinxrecanto? it worked for bletchley, meteolojinxrecanto? whispered ron, no, i didn’t, thanks, d — i mean, thanks, arthur",51,
272,7,"said — yes, a lot of offices have been raining lately, said mr. weasley, did you try meteolojinxrecanto? it worked for bletchley, meteolojinxrecanto? whispered ron, no, i didn’t, thanks, d",51,
273,3,"the bar, pause, then turn and walk right toward him, somewhere above him, hermione whispered, mobiliarbus! the christmas tree beside their table rose a few inches off the ground, drifted sideways, and",52,2
274,3,"him until we’re safely back in the castle, we can take him like this, … he muttered, mobilicorpus, as though invisible strings were tied to snape’s wrists, neck, and knees, he was pulled",53,20
275,4,"in the wood; and it uttered, not a panicked shout, but what sounded like a spell, morsmordre! and something vast, green, and glittering erupted from the patch of darkness Harry’s eyes had been",54,29
276,6,", Harry told ron and hermione everything that had happened during next morning’s charms lesson ( having first cast the muffliato spell upon those nearest them ), they were both satisfyingly impressed by the way he had wheedled the",55,1
277,6,", to general applause, on an un_suspecting argus filch ); and, perhaps most useful of all, muffliato, a spell that filled the ears of anyone nearby with an unidentifiable buzzing, so that lengthy conversations",55,
278,6,", we’re starting now! said ron, adding quietly, when she had turned away again, should’ve used muffliato, Harry, no, we shouldn’t! said hermione at once, looking, as she al_ways did",55,
279,6,". what’s going —? Harry pointed his wand hastily at the door of madam pomfrey’s office and muttered, muffliato! so that she would not come run_ning, then he scrambled to the end of his bed for",55,1
280,6,"death, yeah, i did, said Harry, glancing toward madam pomfrey’s of_fice door to check that the muffliato spell was still working; there was no sign that she had heard any of the commotion, i’ve",55,
281,6,"hermione, who maintained a rigidly disap_proving expression throughout and refused to talk at all if Harry had used the muffliato spell on anyone in the vicinity, sitting up in bed, Harry turned the book sideways so as",55,1
282,7,"he heard voices again, he looked around at the sneakoscope, it was not moving, you cast the muffliato charm over us, right? he whispered to hermione, i did everything, she whispered back,",55,
283,7,"it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the bag! in the",55,2
284,7,"muffliato charm over us, right? he whispered to hermione, i did everything, she whispered back, muffliato, muggle-repelling and disillusionment charms, all of it, they shouldn’t be able to hear or see us",55,
285,7,"snitch and watching its wings flutter feebly, at last, hermione tapped on the door and tiptoed inside, muffliato, she whispered, waving her wand in the direction of the stairs, thought you didn’t approve of",55,2
286,7,"taking a seat behind the latter, he was worried about making hermione jump, he thought of casting the muffliato charm upon umbridge and yaxley, but even murmuring the word might cause hermione alarm, then umbridge raised",55,
287,7,"there was no bustling or talk or swift footsteps here; the purple-carpeted corridors were as hushed as though the muffliato charm had been cast over the place, her office must be up here, Harry thought, it",55,
288,3,"where a wide shiny stripe had been made by some_thing being dragged upstairs, they reached the dark landing, nox, they whispered together, and the lights at the end of their wands went out, only one",56,
289,7,"the bundle of slippery cloth into his free hand, with difficulty he dragged it over himself, murmured, nox, extinguishing his wandlight, and continued on his hands and knees, as silently as possible, all",56,1
290,2,"body — say good-bye to your memories! he raised ron’s spellotaped wand high over his head and yelled, obliviate! the wand exploded with the force of a small bomb, Harry flung his arms over his head",57,30
291,4,"at that moment, a wizard in plus-fours appeared out of thin air next to mr. roberts’s front door, obliviate! he said sharply, pointing his wand at mr. roberts, instantly, mr. roberts’s eyes slid out",57,
292,7,"she whispered, hold tight … any second … xenophilius’s paper-white face appeared over the top of the sideboard, obliviate! cried hermione, pointing her wand first into his face, then at the floor beneath them,",57,2
293,7,"theory, she took a deep, calming breath, then pointed her wand at dolohov’s forehead and said, obliviate, at once, dolohov’s eyes became unfocused and dreamy, brilliant! said Harry, clapping her on",57,2
294,7,"drawing his wand as he did so, the door burst open and somebody erupted through it and shouted, expelliarmus! Harry’s body became instantly rigid and immobile, and he felt himself fall back against the tower wall",58,
295,6,"erectly toward the door, Harry glanced at ron, who was looking relieved that nothing worse had happened, oppugno! came a shriek from the doorway, Harry spun around to see hermione pointing her wand at ron",59,2
296,4,"mr. ollivander ran his fingers along the wand, apparently check_ing for scratches or bumps; then he muttered, orchideous! and a bunch of flowers burst from the wand tip, very well, very well, it’s",60,31
297,2,"they’re only pixies, lockhart shouted, he rolled up his sleeves, brandished his wand, and bellowed, peskipiksipesternomi! it had absolutely no effect; one of the pixies seized his wand and threw it out of",62,30
298,1,"forward, neville, she said, i’m really, really sorry about this, she raised her wand, petrificustotalus! she cried, pointing it at neville, neville’s arms snapped to his sides, his legs sprang",63,2
299,5,"disentangling himself from his robes, he got quickly to his feet, wand up, but sirius said, petrificustotalus! and snape keeled over again at once, rigid as a board, leave him alone! lily",63,4
300,5,"his head bawling, his great fists still flailing uncontrollably at everything around him, Harry seized his chance : petrificustotalus! the spell hit dolohov before he could block it, and he toppled for_ward across his comrade,",63,1
301,5,"the hole in his mask, but no sound came out; he was thrust aside by his fellow, petrificustotalus! shouted Harry, as the second death eater raised his wand, his arms and legs snapped together",63,1
302,5,"to make the same slashing movement he had used on Harry and hermione, springing up, Harry yelled, petrificustotalus! once again, dolohov’s arms and legs snapped to_gether and he keeled over backward, landing with a",63,1
303,6,", sightless eyes were moving toward the rock : an army of the dead rising from the black water, petrificustotalus! yelled Harry, struggling to cling to the smooth, soaked surface of the island as he pointed",63,1
304,6,", the stench of sweat and blood filling his nose and mouth, hot greedy breath at his throat — petrificustotalus! Harry felt fenrir collapse against him; with a stupendous effort he pushed the werewolf off and onto",63,1
305,6,"aside as the bru_tal-faced death eater, last to leave the tower top, was disappearing through the door, petrificustotalus! the death eater buckled as though hit in the back with some_thing solid and fell to the ground",63,1
306,6,"hide from pansy? was he about to see the mysterious broken object it was so important to mend? petrificustotalus! without warning, malfoy pointed his wand at Harry, who was instantly paralyzed, as though in",63,16
307,6,"its slippery surface, their blank, frosted eyes upon him, trailing waterlogged rags, sunken faces leering, petrificustotalus! Harry bellowed again, backing away as he swiped his wand through the air; six or seven",63,1
308,7,"slammed him into the wall and he felt his wand leave his hand as the cloak slipped off him, petrificustotalus! screamed hermione from out of sight, and the death eater fell forward like a statue to land",63,2
309,7,"taken leave of her senses, but hobbled away, hunch-shouldered, muttering under his breath, and now — piertotumlocomotor! cried professor mcgonagall, and all along the corridor the statues and suits of armor jumped down from",64,32
310,4,"growing darker with every passing minute as the sky overhead deepened to navy, he reached a second fork, pointme, he whispered to his wand, holding it flat in his palm, the wand spun around once",65,1
311,4,"have a chance, … Harry broke into a run, he had a choice of paths up ahead, pointme! he whispered again to his wand, and it spun around and pointed him to the right-hand one",65,1
312,4,"ears flap_ping, as mr. diggory raised his own wand again and placed it tip to tip with Harry’s, priorincantato! roared mr. diggory, Harry heard hermione gasp, horrified, as a gigantic serpent-tongued skull erupted from",67,14
313,5,"as she peered around the fountain for him, she reacted so fast he barely had time to duck, protego! the jet of red light, his own stunning spell, bounced back at him, Harry scrambled",68,5
314,5,"he made the same slashing movement with his wand that he had used on hermione just as Harry yelled, protego! Harry felt something streak across his face like a blunt knife but the force of it knocked him",68,1
315,5,"mouth when the female death eater shrieked, accio proph — Harry was just ready for her, he shouted protego! before she had finished her spell, and though the glass sphere slipped to the tips of his",68,1
316,5,"somehow, snape was growing clearer, and the dementors were grow_ing fainter … Harry raised his own wand, protego! snape staggered; his wand flew upward, away from Harry — and suddenly Harry’s mind was teeming",68,1
317,6,"wand on Harry so fast that Harry reacted instinc_tively; all thought of nonverbal spells forgotten, he yelled, protego! his shield charm was so strong snape was knocked off-balance and hit a desk, the whole class",68,1
318,7,"crowd; then he saw lupin and tonks, their wands raised, and heard both of them shout, protego!, a cry that was echoed on all sides — ron! ron! hermione called, half",68,20
319,7,"Harry reacted, but before either wand was clear of its owner’s pocket, hermione had raised her own, protego! she cried, and an invisible shield expanded between her and Harry on the one side and ron",68,2
320,7,"i can hear people coming! said hermione, and she pointed bellatrix’s wand at the waterfall and cried, protego! they saw the shield charm break the flow of enchanted water as it flew up the passageway,",68,2
321,7,"lieutenant exploded with the force of a bomb, voldemort raised his wand and directed it at molly weasley, protego! roared Harry, and the shield charm expanded in the middle of the hall, and voldemort stared",68,1
322,7,"my wand? she looked as though ready to wrestle it out of Harry’s hands and he reacted instinctively, protego! the invisible shield erupted between ron and hermione : the force of it knocked her backward onto the",68,1
323,7,"interrupt, but this is important, have you got any idea where the diadem of ravenclaw is? — protegohorribilis — the diadem of ravenclaw? squeaked flitwick, a little extra wisdom never goes amiss, potter,",69,6
324,7,"of a field at dusk; hermione was already running in a circle around them, waving her wand, protegototalum … salviohexia … that treacherous old bleeder! ron panted, emerging from beneath the invisibility cloak and throwing",70,2
325,7,"the surrounding air : it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the",70,2
326,4,"still grinning in a be_mused sort of way ), bagman pointed his wand at his throat and muttered, quietus, they’ll be talking about this one for years, he said hoarsely, a really unexpected twist,",71,33
327,4,"wide and horrified, moody raised his wand, the spider’s legs relaxed, but it contin_ued to twitch, reducio, moody muttered, and the spider shrank back to its proper size, he put it back into",73,11
328,7,"i’m sorry i said dumbledore was young, okay? Harry had forgotten ron’s hatred of spiders, sorry — reducio, the spider did not shrink, Harry looked down at the blackthorn wand, every minor spell he",73,1
329,4,"some kind of enchantment, he wondered whether he might be able to blast it out of the way, reducto! he said, the spell shot straight through the mist, leaving it intact, he supposed he",73,1
330,5,"the dark lord knows you are not unintell — now! yelled Harry, five different voices behind him bellowed reducto! five curses flew in five different directions and the shelves opposite them exploded as they hit, the",73,
331,6,"that moment there were renewed sounds of scuffling from below and a voice shouted, they’ve blocked the stairs — reducto! reducto! Harry’s heart leapt : so these four had not eliminated all opposi_tion, but merely broken",73,
332,6,"there were renewed sounds of scuffling from below and a voice shouted, they’ve blocked the stairs — reducto! reducto! Harry’s heart leapt : so these four had not eliminated all opposi_tion, but merely broken through the",73,
333,4,"out of the weed, had seized handfuls of Harry’s robes, and were attempting to drag him down, relashio! Harry shouted, except that no sound came out, … a large bubble issued from his mouth",74,1
334,6,". both Harry and ogden yelled no! at the same time; ogden raised his wand and cried, relashio! gaunt was thrown backward, away from his daughter; he tripped over a chair and fell flat",74,
335,7,"— geminio! there … that should fool her, … hermione came running downstairs, let’s see, … relashio! the chains clinked and withdrew into the arms of the chair, mrs. cattermole looked just as frightened",74,2
336,7,"the crushing metal fingers from around wormtail’s throat, but it was no use, pettigrew was turning blue, relashio! said ron, pointing the wand at the silver hand, but nothing happened; pettigrew dropped to",74,3
337,7,"to Harry, pointing his wand at the thick cuffs chaining the beast to the floor, he yelled, relashio! the cuffs broke open with loud bangs, this way! Harry yelled, and still shooting stunning",74,1
338,4,"a ghostly bird, then dumble_dore bent over krum again, pointed his wand at him, and mut_tered, rennervate, krum opened his eyes, he looked dazed, when he saw dumb_ledore, he tried to sit",75,28
339,4,"open and poured three drops inside it, then he pointed his wand at the man’s chest and said, rennervate, crouch’s son opened his eyes, his face was slack, his gaze unfo_cused, dumbledore knelt before",75,28
340,4,"take his silence for assent, he raised his own wand, pointed it at winky, and said, rennervate! winky stirred feebly, her great brown eyes opened and she blinked several times in a bemused sort",75,28
341,6,"cried, his wand pointing at dumbledore’s chest; there was a flash of red light but nothing happened, rennervate — sir — please — dumbledore’s eyelids flickered; Harry’s heart leapt, sir, are you —?",75,1
342,6,"dumbledore, no, you’re not dead, you said it wasn’t poison, wake up, wake up — rennervate! he cried, his wand pointing at dumbledore’s chest; there was a flash of red light but",75,1
343,4,"them that the glass shattered, ron! said hermione reproachfully, and she pulled out her wand, muttered reparo! and the glass shards flew back into a sin_gle pane and back into the door, well …",76,2
344,5,"great difficulty, trembled for a few seconds, then folded, causing the cup to crack into two, reparo! said hermione quickly, mending ron’s cup with a wave of her wand, that’s all very well",76,2
345,5,"had broken when he fell against it; the pickled slimy thing within was swirling in its draining potion, reparo! hissed snape, and the jar sealed itself once more, well, potter … that was certainly",76,23
346,5,"i’ll just clear this up, he indicated the smashed bowl on the floor, ron nodded and left, reparo, Harry muttered, pointing his wand at the broken pieces of china, they flew back together,",76,1
347,6,", but before she had time to raise her wand, ogden had lifted his own and said firmly, reparo, the pot mended itself instantly, gaunt looked for a moment as though he was going to shout",76,
348,6,", hurrying forward to help her, here … she tapped the broken scales with her wand and said, reparo, the girl did not say thank you, but remained rooted to the spot as they passed and",76,
349,6,", in a very quiet voice, Harry missed the pod, hit the bowl, and shattered it, reparo, he said hastily, poking the pieces with his wand, and the bowl sprang back together again",76,1
350,6,"brand-new book ( hermione looked scandalized ), he then swapped the covers, tapped each, and said, reparo! there sat the prince’s copy, disguised as a new book, and there sat the fresh copy",76,1
351,7,"and from inside his jacket pocket he pulled his flowery pink umbrella, hagrid! no! let me! reparo! there was a deafening bang and the sidecar broke away from the bike completely : Harry sped forward",76,9
352,7,"wand upon the headmaster’s desk, touched it with the very tip of the elder wand, and said, reparo, as his wand resealed, red sparks flew out of its end, Harry knew that he had",76,1
353,7,"air : it was as if hermione had cast a heat haze upon their clearing, salviohexia … protegototalum … repellomuggletum … muffliato … you could get out the tent, Harry, … tent? in the bag!",77,2
354,2,"to be working, and wasting no more time, Harry pointed his wand straight at malfoy and shouted, rictusempra! a jet of silver light hit malfoy in the stomach and he doubled up, wheezing, i",78,1
355,3,", mouthing wordlessly, snape was bearing down upon him, reaching inside his robes, r — r — riddikulus! squeaked neville, there was a noise like a whip crack, snape stumbled; he was wear_ing",79,17
356,3,"eyeball became a severed hand, which flipped over and began to creep along the floor like a crab, riddikulus! yelled dean, there was a snap, and the hand was trapped in a mousetrap, excellent",79,34
357,3,"filled the room, a long, wailing shriek that made the hair on Harry’s head stand on end — riddikulus! shouted seamus, the banshee made a rasping noise and clutched her throat; her voice was gone",79,35
